,base_market,quote_market,hedge_ratio,half_life
63,XTZ-USD,BTC-USD,1.606350100839857e-05,24.0
64,XTZ-USD,ETH-USD,0.00032960704010657403,22.0
65,LINK-USD,RUNE-USD,2.640111418987265,18.0
66,LINK-USD,DOT-USD,2.0758387788072987,9.0
67,LINK-USD,CELO-USD,17.386906269800257,8.0
68,LINK-USD,UNI-USD,1.8936448648687854,8.0
69,LINK-USD,EOS-USD,17.556255992531266,23.0
70,BCH-USD,XMR-USD,4.173910206625655,20.0
71,BCH-USD,DOGE-USD,3163.2899651097796,6.0
72,BCH-USD,CRV-USD,1093.511393305393,15.0
73,BCH-USD,ENJ-USD,1469.1990514676359,13.0
74,BCH-USD,SNX-USD,165.48292532845994,11.0
75,XMR-USD,DOGE-USD,756.0257071408655,22.0
76,XMR-USD,FIL-USD,18.895381475717535,24.0
77,XMR-USD,MATIC-USD,166.5599865467994,19.0
78,XMR-USD,BTC-USD,0.0018631292287174192,6.0
79,XMR-USD,ENJ-USD,350.9322914397361,24.0
80,XMR-USD,ETH-USD,0.03821432775952738,6.0
81,YFI-USD,COMP-USD,124.82132050104934,15.0
82,YFI-USD,DOT-USD,1014.2527252553296,7.0
83,YFI-USD,CELO-USD,8492.883292429015,14.0
84,YFI-USD,ETH-USD,2.259585443897376,10.0
85,RUNE-USD,FIL-USD,0.867168553147332,15.0
86,RUNE-USD,DOT-USD,0.7844163582092688,21.0
87,RUNE-USD,ADA-USD,11.33903948793713,16.0
88,RUNE-USD,ENJ-USD,16.104269808622817,12.0
89,RUNE-USD,AVAX-USD,0.1487943107527614,14.0
90,RUNE-USD,EOS-USD,6.643817852048345,12.0
91,DOGE-USD,CRV-USD,0.3456907500527022,16.0
92,DOGE-USD,BTC-USD,2.457637413868969e-06,24.0
93,COMP-USD,DOT-USD,8.120260990769987,12.0
94,COMP-USD,CELO-USD,68.03191966595364,4.0
95,COMP-USD,ZRX-USD,107.96466941901586,7.0
96,COMP-USD,XLM-USD,504.2652971233201,14.0
97,FIL-USD,BTC-USD,9.809072319721898e-05,24.0
98,FIL-USD,ADA-USD,13.075546881821072,12.0
99,FIL-USD,AVAX-USD,0.17156130406736916,8.0
100,FIL-USD,SNX-USD,2.090479021121782,5.0
101,FIL-USD,EOS-USD,7.655326662142384,20.0
102,FIL-USD,ATOM-USD,0.7374182263040885,10.0
103,MATIC-USD,CRV-USD,1.5695525191056343,19.0
104,MATIC-USD,ENJ-USD,2.1089548542815226,13.0
105,MATIC-USD,SUSHI-USD,0.690751423301687,18.0
106,MATIC-USD,ETH-USD,0.0002290677027545334,23.0
107,MATIC-USD,EOS-USD,0.8698685344507101,24.0
108,MATIC-USD,ATOM-USD,0.08380484242639535,11.0
109,CRV-USD,ENJ-USD,1.3435114146424416,4.0
110,CRV-USD,SUSHI-USD,0.44025543987362253,10.0
111,CRV-USD,AVAX-USD,0.01240869682063124,13.0
112,CRV-USD,SNX-USD,0.15121306167828882,7.0
113,CRV-USD,EOS-USD,0.5540424259181791,15.0
114,CRV-USD,ATOM-USD,0.05334460902294653,10.0
115,DOT-USD,BTC-USD,0.00010853415096223714,16.0
116,DOT-USD,CELO-USD,8.374084866052286,9.0
117,DOT-USD,ADA-USD,14.44840872803169,5.0
118,DOT-USD,ZRX-USD,13.29054230593636,9.0
119,DOT-USD,AVAX-USD,0.18948078124119716,12.0
120,BTC-USD,CELO-USD,76967.85445581429,22.0
121,BTC-USD,ADA-USD,132856.3784333051,21.0
122,BTC-USD,ENJ-USD,188277.00180613573,23.0
123,CELO-USD,ETH-USD,0.0002656730254799458,18.0
124,CELO-USD,XLM-USD,7.410801358126878,13.0
125,CELO-USD,EOS-USD,1.0095994469432847,18.0
126,CELO-USD,LTC-USD,0.0100397014871972,14.0
127,1INCH-USD,EOS-USD,0.5231616492652928,8.0
128,ADA-USD,ZRX-USD,0.9198201317401191,7.0
129,ENJ-USD,SUSHI-USD,0.32757755855535686,9.0
130,ENJ-USD,SNX-USD,0.11251450683598235,7.0
131,ENJ-USD,ETH-USD,0.00010834769158162823,22.0
132,ENJ-USD,EOS-USD,0.4123446701052039,10.0
133,ENJ-USD,ATOM-USD,0.03969503916223289,8.0
134,ZRX-USD,XLM-USD,4.66968145416755,17.0
135,SUSHI-USD,SNX-USD,0.3430913578483986,13.0
136,SUSHI-USD,EOS-USD,1.2577881229870886,11.0
137,SUSHI-USD,ATOM-USD,0.12101913906949949,15.0
138,SUSHI-USD,LTC-USD,0.012479891375610754,22.0
139,UNI-USD,XLM-USD,68.07596069872204,10.0
140,UNI-USD,LTC-USD,0.09221840098139034,11.0
141,ETH-USD,XLM-USD,27875.55996396851,9.0
142,ETH-USD,LTC-USD,37.75525251810875,17.0
